FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Daniel,N'Lundulu,FWD,SOU,4500000,0,0,0,0,0,0,8883,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10155,0,-1,0,0,0,25,0,0,0,Norwich,Watford,Man City,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,5000000,2,84,3.2,6.4E-07,1.68E-05,0,201813,4,37,0,0,0,4,0,16.8,2702,0,0,84,0,0.4,0,1.8,6,0,6,0,2,1.3,260327,0,-1,0,2,2139,1386,0,0,389,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,3.4,2,2.7,2.6,3.6,2.3,3.7,2,3.3,85.1
Will,Norris,GLK,WOL,3900000,0,0,0,0,0,0,44066,0,0,0,0,0,0,0,0,757,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,32102,0,-1,0,0,0,954,0,0,0,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,SHU,4900000,3,77,2.8,5.71428571428571E-07,1.57142857142857E-05,0,55950,6,25,0,0,0,1,0,15.7,994,-1,0,77,1,0.5,0,2.5,6,0,10,0,2,0.5,62237,0,-1,0,1,2373,811,0,0,446,Newcastle,Tottenham,Burnley,Wolverhampton,Chelsea,2.3,0,2.1,2.4,2.6,2,1.8,2.8,2.7,125.7
?rjan,Nyland,GLK,AVL,4300000,0,3,0.107142857142857,2.49169435215947E-08,6.97674418604651E-07,0,20165,0,8,0,8,0,0,0,0.7,158,-2,0,3,2,0,0,0,0,0,0,0,0,0.2,18364,0,-1,0,0,177,64,0,0,34,Chelsea,Wolverhampton,Liverpool,Man Utd,Crystal Palace,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8
Michael,Obafemi,FWD,SOU,4900000,1,28,0.96551724137931,1.97044334975369E-07,5.71428571428571E-06,0,23039,1,10,0,0,0,2,0,5.7,239,-1,0,28,1,0.4,0,2,2,0,2,0,0,0.2,14863,0,-1,0,0,479,231,0,0,97,Norwich,Watford,Man City,Everton,Man Utd,0.6,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.3
Pedro,Obiang,MID,WHU,4500000,0,0,0,0,0,0,5385,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,0,-1,0,0,0,10,0,0,0,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0
Jack,O'Connell,DEF,SHU,4700000,6,96,3.4,7.23404255319149E-07,2.04255319148936E-05,0,216341,3,25,0,0,0,0,0,20.4,3206,2,0,96,-2,0.9,0,4,6,0,10,0,1,3.5,431194,0,-1,0,1,2520,3998,0,0,483,Newcastle,Tottenham,Burnley,Wolverhampton,Chelsea,4.1,0,4.7,2.7,3.1,3.6,3.2,4.3,3.2,97.2
Angelo,Ogbonna,DEF,WHU,4500000,2,65,2.7,6E-07,1.44444444444444E-05,0,127939,4,36,0,0,0,2,0,14.4,1222,0,0,65,0,0.3,0,1.5,0,0,6,0,0,1.1,170554,1,-1,0,0,2160,323,0,0,354,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,2.3,2.8,2.7,2.7,2.4,2.2,2.8,1.9,3.9,63.4
Divock,Origi,FWD,LIV,5100000,1,52,2.4,4.70588235294118E-07,1.01960784313725E-05,0,612688,0,10,0,0,0,3,0,10.2,978,-4,0,52,4,0.1,0,0.5,6,0,1,0,3,2.4,426757,0,-1,0,1,513,440,0,0,185,Everton,Crystal Palace,Man City,Aston Villa,Brighton,1.7,2.2,2.1,2.7,2,2.1,1.8,2.1,1.5,43.7
,Oriol Romeu,MID,SOU,4300000,0,36,1.6,3.72093023255814E-07,8.37209302325581E-06,0,162720,3,32,0,0,0,0,0,8.4,2344,-2,0,36,2,0.1,0,0.5,0,0,3,0,0,1.5,179750,0,-1,0,0,1308,870,0,0,203,Norwich,Watford,Man City,Everton,Man Utd,0.9,0,1,0.8,0.9,0.8,0.9,1.1,1.3,44.3
Ben,Osborn,MID,SHU,4700000,1,7,0.25,5.31914893617021E-08,1.48936170212766E-06,0,3105,0,0,0,0,0,0,0,1.5,26,-3,0,7,3,0.2,0,1,0,0,0,0,0,0,1367,0,-1,0,0,126,34,0,0,33,Newcastle,Tottenham,Burnley,Wolverhampton,Chelsea,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Nicolas,Otamendi,DEF,MCI,5000000,1,66,3.5,7E-07,1.32E-05,0,722348,3,19,0,0,0,2,0,13.2,1873,-5,0,66,5,0.6,0,3,6,0,5,0,1,2.3,743356,0,-1,0,1,1413,2538,0,0,311,Burnley,Liverpool,Southampton,Brighton,Bournemouth,3.4,0,3.8,3.2,0,3.5,3.8,3,4.4,72.1
Owen,Otasowie,MID,WOL,4500000,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,-1,0,0,0,5,0,0,0,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,0,0,0,0,0,0,0,0,0,0
Mesut,Ozil,MID,ARS,7200000,6,53,2.9,4.02777777777778E-07,7.36111111111111E-06,0,190364,1,20,0,0,0,1,0,7.4,3246,-3,0,53,3,0.7,0,5.3,1,0,5,0,3,1.5,166342,0,-1,0,0,1439,5939,0,0,256,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0,0,3,2.4,2.2,1.7,2,1.7,3.2,99.8
Troy,Parrott,FWD,TOT,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,99986,0,0,0,0,0,0,0,0.5,674,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.8,88399,0,-1,0,0,6,627,0,0,6,Man Utd,West Ham,Sheffield United,Everton,Bournemouth,0.6,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0
,Patricio,GLK,WOL,5100000,6,116,4,7.84313725490196E-07,2.27450980392157E-05,0,745319,0,34,0,77,0,0,0,22.7,4289,1,0,116,-1,1.2,0,6.2,8,0,8,0,0,9.9,1006758,0,-1,2,0,2610,16613,0,0,516,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,5,4.7,4.8,4,4,5.4,3.4,4.8,4.2,63.8
Bailey,Peacock-Farrell,GLK,BUR,4300000,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,0,26,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1608,0,-1,0,0,0,8,0,0,0,Man City,Watford,Crystal Palace,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,6800000,12,30,1.03448275862069,1.52129817444219E-07,4.41176470588235E-06,0,269798,1,12,0,0,0,1,0,4.4,700,-2,0,30,2,0.7,0,4.5,1,0,2,0,2,1.3,137260,0,-1,0,1,653,9999,0,0,122,Aston Villa,West Ham,Watford,Crystal Palace,Sheffield United,0.5,0,0.5,0.6,0.5,0.7,0.5,0.5,0.5,71.9
Nicolas,Pepe,MID,ARS,9200000,3,88,3.7,4.02173913043478E-07,9.56521739130435E-06,0,566513,3,25,0,0,0,4,0,9.6,23027,-3,0,88,3,0.9,0,8.3,8,0,4,0,6,5.1,558760,0,-1,0,2,1587,9683,0,0,307,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0,0,4.3,3.5,3.3,2.5,2.9,2.6,4.5,153.5
,Pereira,DEF,LEI,6300000,6,123,4.4,6.98412698412698E-07,1.95238095238095E-05,0,1121239,1,27,0,0,0,3,0,19.5,49609,3,0,123,-3,0.6,0,4,11,0,10,0,2,13.2,1583635,0,-1,0,3,2520,9767,0,0,568,Watford,Everton,Crystal Palace,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,141.9
Andreas,Pereira,MID,MUN,4800000,0,58,2,4.16666666666667E-07,1.20833333333333E-05,0,131037,3,16,0,0,0,1,0,12.1,589,-2,1,58,2,0,0,0.2,1,0,6,0,3,0.4,126482,0,-1,0,0,1442,156,-1,0,190,Tottenham,Brighton,Bournemouth,Aston Villa,Southampton,1,0,1,1.9,1,1.6,1,1.6,1,100.3
Roberto,Pereyra,MID,WAT,5600000,2,51,2.2,3.92857142857143E-07,9.10714285714286E-06,0,246105,3,17,0,0,0,3,0,9.1,464,-4,0,51,4,0.3,0,1.7,0,0,4,0,0,0.7,34902,0,-1,0,0,1320,217,0,0,169,Leicester,Burnley,Southampton,Chelsea,Norwich,1.5,1.4,1.8,1.1,2,2.2,1.1,1.3,1.3,75.7
Ayoze,Perez,MID,LEI,6200000,0,110,3.79310344827586,6.11790878754171E-07,1.7741935483871E-05,0,1678876,0,17,0,0,0,7,0,17.7,45919,-3,0,110,3,0.2,0,1.5,9,0,7,0,5,8.6,1278585,0,-1,0,4,1578,5832,0,0,329,Watford,Everton,Crystal Palace,Arsenal,Bournemouth,3.5,0,3.3,4.1,3.5,3.8,5,2.8,4.1,147.1
Taylor,Perry,MID,WOL,4500000,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,23,0,0,0,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,0,0,0,0,0,0,0,0,0,0
Nathaniel,Phillips,DEF,LIV,4000000,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,-1,0,0,0,5,0,0,0,Everton,Crystal Palace,Man City,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0
Jordan,Pickford,GLK,EVE,5300000,2,84,2.9,5.47169811320755E-07,1.58490566037736E-05,0,720730,1,46,0,75,0,0,0,15.8,3998,-2,0,84,2,0.4,0,2,3,0,6,0,0,6.4,481245,0,-1,0,1,2610,749,0,0,473,Liverpool,Leicester,Tottenham,Southampton,Wolverhampton,3.1,0,3,3,2.4,1.9,4.4,2.1,3.1,59.4
Brandon,Pierrick,MID,CRY,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,213,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,306,0,-1,0,0,7,11,0,0,5,Bournemouth,Liverpool,Burnley,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,2.7
Erik,Pieters,DEF,BUR,4200000,0,42,1.44827586206897,3.44827586206897E-07,1E-05,0,913425,1,29,0,0,0,0,0,10,2045,-3,0,42,3,0,0,0,7,0,3,0,3,4,1009430,0,-1,0,1,1233,186,0,0,226,Man City,Watford,Crystal Palace,Sheffield United,West Ham,0.7,1,0.8,0.9,1,0.8,0.8,0.8,1.1,41.1
,Podence,MID,WOL,5100000,1,4,0.137931034482759,2.70453008789723E-08,7.84313725490196E-07,0,1665,0,0,0,0,0,0,0,0.8,119,-4,1,4,4,0.2,0,0.8,0,0,0,0,0,0,2643,0,-1,0,0,43,28,-1,0,14,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.7
Paul,Pogba,MID,MUN,8300000,0,17,0.586206896551724,7.06273369339427E-08,2.04819277108434E-06,0,752408,0,5,0,0,0,0,0,2,567,-2,0,17,2,0,1,0,0,0,1,0,2,2.8,378818,0,-1,0,0,521,162,0,0,80,Tottenham,Brighton,Bournemouth,Aston Villa,Southampton,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,46.5
Nick,Pope,GLK,BUR,4900000,2,128,4.4,8.97959183673469E-07,2.61224489795918E-05,0,811771,0,40,0,89,0,0,0,26.7,7879,4,-1,128,-4,1.2,0,5.8,17,0,11,0,0,18.6,1657636,0,-1,1,1,2610,31383,1,0,598,Man City,Watford,Crystal Palace,Sheffield United,West Ham,4.3,5.5,4.7,5,5.3,4.8,4.8,4.7,5.6,70.3
Dennis,Praet,MID,LEI,5300000,2,48,1.6551724137931,3.12296681847755E-07,9.0566037735849E-06,0,11768,2,10,0,0,0,1,0,9.1,160,-2,0,48,2,0.3,0,1.5,3,0,2,0,3,0.1,9691,0,-1,0,0,961,100,0,0,188,Watford,Everton,Crystal Palace,Arsenal,Bournemouth,0.9,0,0.8,1.1,0.9,1,1.5,0.8,1.1,48.1
Sebastian,Prodl,DEF,WAT,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,113418,0,0,0,0,0,0,0,0.3,802,-1,0,1,1,0,0,0,0,0,0,0,0,1.1,65591,0,-1,0,0,56,465,0,0,3,Leicester,Burnley,Southampton,Chelsea,Norwich,0,0,0,0,0,0,0,0,0,1
Davy,Propper,MID,BHA,4800000,3,64,2.5,5.20833333333333E-07,1.33333333333333E-05,0,94290,4,36,0,0,0,1,0,13.3,314,-2,0,64,2,0.4,0,2,2,0,5,0,2,0.4,91532,1,-1,0,0,2340,116,0,0,384,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,2.3,1.6,1.5,1.5,2.2,2.6,1.9,108.2
Teemu,Pukki,FWD,NOR,6500000,2,127,4.5,6.92307692307692E-07,1.95384615384615E-05,0,3503737,3,47,0,0,0,11,0,19.5,10775,0,0,127,0,0.3,0,2,21,0,6,0,3,12.8,3822729,0,-1,0,2,2481,9746,0,0,415,Southampton,Arsenal,Brighton,Watford,West Ham,6,0,4.3,6,4.4,6.2,4.6,5.8,4.8,199.5
Christian,Pulisic,MID,CHE,6900000,0,70,2.41379310344828,3.49825087456272E-07,1.01449275362319E-05,0,1810966,0,19,0,0,0,5,0,10.1,1666,-6,0,70,6,0,0,0,5,0,3,0,3,3.4,1406037,0,-1,0,1,1069,109,0,0,217,Aston Villa,West Ham,Watford,Crystal Palace,Sheffield United,0,0,0,2.3,1.7,2.5,2.1,1.2,2.1,132.7
Ignacio,Pussetto,MID,WAT,4700000,0,5,0.172413793103448,3.66837857666911E-08,1.06382978723404E-06,0,372,1,2,0,0,0,0,0,1.1,16,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0,500,0,-1,0,0,56,13,0,0,17,Leicester,Burnley,Southampton,Chelsea,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Domingos,Quina,MID,WAT,4300000,0,4,0.137931034482759,3.20769847634322E-08,9.30232558139535E-07,0,10476,0,2,0,0,0,0,0,0.9,134,-2,0,4,2,0,0,0,0,0,0,0,0,0.1,7477,0,-1,0,0,18,463,0,0,10,Leicester,Burnley,Southampton,Chelsea,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Kayne,Ramsay,DEF,SOU,3900000,0,0,0,0,0,0,116074,0,0,0,0,0,0,0,0,1533,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,118714,0,-1,0,0,0,214,0,0,0,Norwich,Watford,Man City,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4600000,2,96,3.4,7.39130434782609E-07,2.08695652173913E-05,0,445144,0,44,0,102,0,0,0,20.9,3279,1,0,96,-1,0.5,0,2.3,10,0,4,0,1,3.5,662614,0,-1,0,3,2520,3374,0,0,520,Crystal Palace,Wolverhampton,Newcastle,Man Utd,Tottenham,4,2.6,4.9,2.8,4.8,3.6,2.8,2.9,3.2,76.9
Darren,Randolph,GLK,WHU,4100000,0,3,0.103448275862069,2.52312867956266E-08,7.31707317073171E-07,0,12809,0,5,0,6,0,0,0,0.7,214,-4,0,3,4,0,0,0,0,0,0,0,0,0.1,19581,0,-1,0,0,180,135,0,0,27,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Marcus,Rashford,FWD,MUN,8900000,0,134,6.1,6.85393258426966E-07,1.50561797752809E-05,0,3711742,2,23,0,0,0,14,0,15.1,7789,4,0,134,-4,0,2,0,26,0,4,0,5,9.4,2965900,0,-1,0,4,1876,216,0,0,494,Tottenham,Brighton,Bournemouth,Aston Villa,Southampton,0,0,0,0,0,0,0,0,6,202.3
Nathan,Redmond,MID,SOU,6200000,0,69,3,4.83870967741936E-07,1.11290322580645E-05,0,201389,2,43,0,0,0,3,0,11.1,1106,-3,0,69,3,0,0,0,5,0,4,0,1,0.6,97271,0,-1,0,2,1955,12,0,0,269,Norwich,Watford,Man City,Everton,Man Utd,0,0,2.7,1.7,2.6,2.2,2.6,2.9,3.3,124.2
Winston,Reid,DEF,WHU,4000000,0,0,0,0,0,0,402135,0,0,0,0,0,0,0,0,4795,0,0,0,0,0,0,0,0,0,0,0,0,4.4,361612,0,-1,0,0,0,20,0,0,0,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0
Jose,Reina,GLK,AVL,4500000,1,19,0.678571428571429,1.50793650793651E-07,4.22222222222222E-06,0,18279,1,13,0,23,0,0,0,4.2,1075,0,0,19,0,1,0,4.3,2,0,0,0,0,0.5,54020,0,-1,1,1,540,900,0,0,110,Chelsea,Wolverhampton,Liverpool,Man Utd,Crystal Palace,0.3,0,0.3,0.3,0.4,0.3,0.3,0.3,0.3,20.8
Panagiotis,Retsos,DEF,SHU,4500000,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,-1,0,0,0,16,0,0,0,Newcastle,Tottenham,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0
Declan,Rice,MID,WHU,4700000,2,66,2.3,4.8936170212766E-07,1.40425531914894E-05,0,187447,5,50,0,0,0,0,0,14,1513,-3,0,66,3,0.5,0,2.5,1,0,6,0,2,1.5,114043,0,-1,0,0,2610,1263,0,0,437,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,2.1,1.2,1.6,1.5,2.2,1.3,2.3,1.2,2,92.3
,Richarlison,MID,EVE,8300000,2,133,4.9,5.90361445783133E-07,1.60240963855422E-05,0,1882720,5,42,0,0,0,10,0,16,42669,3,0,133,-3,0.4,0,3.3,13,0,6,0,5,12.4,2113513,0,-1,0,2,2352,24924,0,0,428,Liverpool,Leicester,Tottenham,Southampton,Wolverhampton,4.8,0,5.3,3.7,5.9,5,6.3,5.9,6.7,215.4
Diego,Rico,DEF,BOU,4200000,0,61,2.9,6.9047619047619E-07,1.45238095238095E-05,0,1065772,6,27,0,0,0,0,0,14.5,15019,2,0,61,-2,0,0,0,5,0,5,0,3,9.5,1339558,0,-1,0,1,1793,1282,0,0,335,Crystal Palace,Wolverhampton,Newcastle,Man Utd,Tottenham,3.1,2,4,2.1,3.9,2.8,2.2,2.3,2.5,91.1
Jairo,Riedewald,MID,CRY,4500000,0,15,0.517241379310345,1.14942528735632E-07,3.33333333333333E-06,0,1772,0,7,0,0,0,0,0,3.3,37,0,0,15,0,0.2,0,0.7,0,0,0,0,0,0,2456,0,-1,0,0,608,27,0,0,89,Bournemouth,Liverpool,Burnley,Leicester,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Matt,Ritchie,DEF,NEW,5300000,3,30,1.03448275862069,1.95185426154847E-07,5.66037735849057E-06,0,42699,3,8,0,0,0,0,0,5.7,234,-2,0,30,2,0.4,1,2.2,0,0,5,0,0,0.2,19580,0,-1,0,0,712,381,0,0,137,Sheffield United,Bournemouth,West Ham,Watford,Tottenham,0.5,0,0.5,0.9,0,0.5,0.9,0.5,0.6,50.7
,Roberto,GLK,WHU,4400000,0,18,2.2,5E-07,4.09090909090909E-06,0,71791,0,17,0,36,0,0,0,4.1,217,-1,0,18,1,0,0,0,1,0,0,0,0,0.3,66253,1,-1,0,0,686,10,0,0,134,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,23.9
Patrick,Roberts,MID,NOR,5100000,0,3,1,1.96078431372549E-07,5.88235294117647E-07,0,7743,0,2,0,0,0,0,0,0.6,12,-4,0,3,4,0,0,0,0,0,0,0,0,0,1551,0,-1,0,0,24,4,0,0,12,Southampton,Arsenal,Brighton,Watford,West Ham,0,0,0,0,0,0,0,0,0,0.5
Andrew,Robertson,DEF,LIV,7000000,0,137,4.9,7E-07,1.95714285714286E-05,0,2028974,1,20,0,0,0,1,0,19.6,57613,0,0,137,0,0.5,0,3.5,15,0,11,0,7,19.9,1331765,0,-1,0,1,2443,3906,0,0,641,Everton,Crystal Palace,Man City,Aston Villa,Brighton,5.8,6.3,5.2,7.2,5.7,5.5,4.5,6,6.1,163.3
,Rodrigo,MID,MCI,5400000,1,73,2.8,5.18518518518518E-07,1.35185185185185E-05,0,216231,7,25,0,0,0,3,0,13.5,4839,-1,0,73,1,0.9,0,4.7,5,0,10,0,1,1.8,226454,0,-1,0,1,1953,2859,0,0,416,Burnley,Liverpool,Southampton,Brighton,Bournemouth,2.8,0,1.8,2.6,0,2.2,2.9,2.2,2.7,106.9
Jay,Rodriguez,FWD,BUR,5700000,5,65,2.3,4.03508771929825E-07,1.14035087719298E-05,0,45936,1,26,0,0,0,5,0,11.4,1237,-3,0,65,3,0.7,0,3.8,3,0,4,0,1,0.4,36954,0,-1,0,0,1376,1121,0,0,179,Man City,Watford,Crystal Palace,Sheffield United,West Ham,0,0,1.6,1.5,1.8,1.4,1.9,2,2.2,87.3
Jack,Rodwell,MID,SHU,4500000,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,-1,0,0,0,30,0,0,0,Newcastle,Tottenham,Burnley,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0
Marcos,Rojo,DEF,MUN,4800000,0,3,1,2.08333333333333E-07,6.25E-07,0,11991,1,2,0,0,0,0,0,0.6,21,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,4816,0,-1,0,0,121,6,0,0,9,Tottenham,Brighton,Bournemouth,Aston Villa,Southampton,0,0,0,0,0,0,0,0,0,2.8
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,12237,0,0,0,0,0,0,0,0,62,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,5092,0,-1,0,0,0,27,0,0,0,Tottenham,Brighton,Bournemouth,Aston Villa,Southampton,0,0,0,0,0,0,0,0,0,0
,Rosa,MID,WHU,4500000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,-1,0,0,0,14,0,0,0,Wolverhampton,Tottenham,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0
Danny,Rose,DEF,NEW,5300000,6,31,1.06896551724138,2.01691607026675E-07,5.84905660377358E-06,0,219876,6,19,0,0,0,0,0,5.8,274,-2,0,31,2,0.6,0,3.2,0,0,3,0,0,1.3,116623,0,-1,0,0,1242,646,0,0,201,Sheffield United,Bournemouth,West Ham,Watford,Tottenham,0.5,0,0.5,0.9,0,0.5,1,0.5,0.6,45.8
John,Ruddy,GLK,WOL,4300000,0,0,0,0,0,0,21134,0,0,0,0,0,0,0,0,119,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,6837,0,-1,0,0,0,42,0,0,0,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,6000000,6,43,1.48275862068966,2.47126436781609E-07,7.16666666666667E-06,0,37980,3,13,0,0,0,2,0,7.2,1073,0,0,43,0,0.2,0,1.5,3,0,3,0,0,0.6,57015,1,-1,0,1,1125,1466,0,0,228,Aston Villa,West Ham,Watford,Crystal Palace,Sheffield United,1.2,0,1.2,1,0.9,0.8,1.2,0.9,0.8,50.1
Lukas,Rupp,MID,NOR,4500000,0,10,0.344827586206897,7.66283524904215E-08,2.22222222222222E-06,0,566,0,6,0,0,0,0,0,2.2,67,0,0,10,0,0.2,0,1,0,0,1,0,0,0,1275,0,-1,0,0,336,21,0,0,40,Southampton,Arsenal,Brighton,Watford,West Ham,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.4
Mathew,Ryan,GLK,BHA,4800000,7,102,3.5,7.29166666666667E-07,2.125E-05,0,1009590,0,40,0,92,0,0,0,21.2,12154,3,0,102,-3,0.8,0,3.7,12,0,6,0,0,14,1134709,0,-1,0,0,2610,1032,0,0,577,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,4.3,3.4,3.9,3.5,3.2,5,2.7,79.2
Allan,Saint-Maximin,MID,NEW,5400000,10,55,1.89655172413793,3.51213282247765E-07,1.01851851851852E-05,0,87703,0,13,0,0,0,2,0,10.2,748,-1,0,55,1,0.7,0,3.8,2,0,5,0,2,0.6,89315,0,-1,0,0,1265,8259,0,0,197,Sheffield United,Bournemouth,West Ham,Watford,Tottenham,2,0,1.1,1.4,0,1,1.2,1,1,95.4
Romain,Saiss,DEF,WOL,4600000,8,73,2.9,6.30434782608696E-07,1.58695652173913E-05,0,99298,8,28,0,0,0,2,0,15.9,2380,1,-1,73,-1,1.4,0,6.5,6,0,6,0,2,3.6,335212,0,-1,0,1,1983,29248,1,1,374,West Ham,Bournemouth,Aston Villa,Arsenal,Sheffield United,3.2,2.9,3.4,2.4,2.4,3.5,2,3,2.6,89.2
Bukayo,Saka,MID,ARS,4600000,3,43,1.53571428571429,3.33850931677019E-07,9.34782608695652E-06,0,147514,4,11,0,0,0,0,0,9.3,9293,1,0,43,-1,1.1,0,5,2,0,4,0,4,5,513629,0,-1,0,0,1172,15175,0,0,184,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0,0,1.1,0.8,0.8,0.8,0.8,0.8,1.2,58.9
Mamadou,Sakho,DEF,CRY,5000000,0,7,0.241379310344828,4.82758620689655E-08,1.4E-06,0,8865,0,8,0,0,0,0,0,1.4,27,0,0,7,0,0,0,0,0,0,0,0,0,0.1,4834,0,-1,0,0,465,67,0,1,69,Bournemouth,Liverpool,Burnley,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.6
Mohamed,Salah,MID,LIV,12700000,9,186,7.2,5.66929133858268E-07,1.46456692913386E-05,0,3171448,1,15,0,0,0,16,0,14.6,16900,2,1,186,-2,0.4,0,5.2,23,0,14,0,6,43.7,3422909,0,-1,0,6,2243,22758,-1,0,541,Everton,Crystal Palace,Man City,Aston Villa,Brighton,8.7,9.8,7,9.8,9.1,10.1,9.1,8.6,8.9,308.9
Mbwana,Samatta,FWD,AVL,5900000,2,14,3.5,5.93220338983051E-07,2.3728813559322E-06,0,18418,0,10,0,0,0,1,0,2.4,1337,-1,0,14,1,0.3,0,2,2,0,0,0,0,0.2,34085,0,-1,0,0,352,772,0,0,41,Chelsea,Wolverhampton,Liverpool,Man Utd,Crystal Palace,4.1,0,3.9,2.4,4.5,4.2,2.7,4.2,3.1,26.3
